5.000000000000000000e+01,0.000000000000000000e+00,-1.096580744832847110e+01
5.500000000000000000e+01,0.000000000000000000e+00,-9.910092534596950387e+00
6.000000000000000000e+01,0.000000000000000000e+00,-9.024841966542016536e+00
6.500000000000000000e+01,0.000000000000000000e+00,-8.270625357380543718e+00
7.000000000000000000e+01,0.000000000000000000e+00,-7.619269146976995088e+00
7.500000000000000000e+01,0.000000000000000000e+00,-7.050103935807249478e+00
8.000000000000000000e+01,0.000000000000000000e+00,-6.547619026130370834e+00
8.500000000000000000e+01,0.000000000000000000e+00,-6.099944728725438914e+00
9.000000000000000000e+01,0.000000000000000000e+00,-5.697840522745011960e+00
9.500000000000000000e+01,0.000000000000000000e+00,-5.334002697853078345e+00
1.000000000000000000e+02,0.000000000000000000e+00,-5.002579655653193846e+00
1.050000000000000000e+02,0.000000000000000000e+00,-4.698825646122245736e+00
1.100000000000000000e+02,0.000000000000000000e+00,-4.418848886650729391e+00
1.150000000000000000e+02,0.000000000000000000e+00,-4.159425333229886945e+00
1.200000000000000000e+02,0.000000000000000000e+00,-3.917858949465559348e+00
1.250000000000000000e+02,0.000000000000000000e+00,-3.691875447710266211e+00
1.300000000000000000e+02,0.000000000000000000e+00,-3.479540483686347940e+00
1.350000000000000000e+02,0.000000000000000000e+00,-3.279195957218123070e+00
1.400000000000000000e+02,0.000000000000000000e+00,-3.089409884198541345e+00
1.450000000000000000e+02,0.000000000000000000e+00,-2.908936554749726788e+00
1.500000000000000000e+02,0.000000000000000000e+00,-2.736684567245875499e+00
1.550000000000000000e+02,0.000000000000000000e+00,-2.571690948416587297e+00
1.600000000000000000e+02,0.000000000000000000e+00,-2.413100015532386067e+00
1.650000000000000000e+02,0.000000000000000000e+00,-2.260145960599141191e+00
1.700000000000000000e+02,0.000000000000000000e+00,-2.112138374351679726e+00
1.750000000000000000e+02,0.000000000000000000e+00,-1.968450104157438485e+00
1.800000000000000000e+02,0.000000000000000000e+00,-1.828506971745018417e+00
1.850000000000000000e+02,0.000000000000000000e+00,-1.691778975903571736e+00
1.900000000000000000e+02,0.000000000000000000e+00,-1.557772680417167876e+00
1.950000000000000000e+02,0.000000000000000000e+00,-1.426024544566649510e+00
2.000000000000000000e+02,0.000000000000000000e+00,-1.296094996900035268e+00
2.050000000000000000e+02,0.000000000000000000e+00,-1.167563085800560563e+00
2.100000000000000000e+02,0.000000000000000000e+00,-1.040021564939498822e+00
2.150000000000000000e+02,0.000000000000000000e+00,-9.130722896401856081e-01
2.200000000000000000e+02,0.000000000000000000e+00,-7.863218126344093672e-01
2.250000000000000000e+02,0.000000000000000000e+00,-6.593770754645871257e-01
2.300000000000000000e+02,0.000000000000000000e+00,-5.318410953209703473e-01
2.350000000000000000e+02,0.000000000000000000e+00,-4.033085466358379834e-01
2.400000000000000000e+02,0.000000000000000000e+00,-2.733611322185666714e-01
2.450000000000000000e+02,0.000000000000000000e+00,-1.415626298387759330e-01
2.500000000000000000e+02,0.000000000000000000e+00,-7.453486362569466256e-03
2.550000000000000000e+02,0.000000000000000000e+00,1.294551880745666850e-01
2.600000000000000000e+02,0.000000000000000000e+00,2.696884001311796175e-01
2.650000000000000000e+02,0.000000000000000000e+00,4.138150375833573591e-01
2.700000000000000000e+02,0.000000000000000000e+00,5.624568752593410714e-01
2.750000000000000000e+02,0.000000000000000000e+00,7.162991424283596809e-01
2.800000000000000000e+02,0.000000000000000000e+00,8.761030541202574629e-01
2.850000000000000000e+02,0.000000000000000000e+00,1.042720818603072974e+00
2.900000000000000000e+02,0.000000000000000000e+00,1.217113779887072589e+00
2.950000000000000000e+02,0.000000000000000000e+00,1.400374551639854470e+00
3.000000000000000000e+02,0.000000000000000000e+00,1.593754267272793790e+00
3.050000000000000000e+02,0.000000000000000000e+00,1.798696439356414212e+00
3.100000000000000000e+02,0.000000000000000000e+00,2.016879432865914534e+00
3.150000000000000000e+02,0.000000000000000000e+00,2.250270275195118241e+00
3.200000000000000000e+02,0.000000000000000000e+00,2.501193548789387933e+00
3.250000000000000000e+02,0.000000000000000000e+00,2.772420589879285302e+00
3.300000000000000000e+02,0.000000000000000000e+00,3.067286385231364321e+00
3.350000000000000000e+02,0.000000000000000000e+00,3.389844796396584758e+00
3.400000000000000000e+02,0.000000000000000000e+00,3.745077667120745080e+00
3.450000000000000000e+02,0.000000000000000000e+00,4.139181022983398961e+00
3.500000000000000000e+02,0.000000000000000000e+00,4.579963740440141429e+00
3.550000000000000000e+02,0.000000000000000000e+00,5.077413911675443536e+00
3.600000000000000000e+02,0.000000000000000000e+00,5.644521455822038014e+00
3.650000000000000000e+02,0.000000000000000000e+00,6.298503319214220575e+00
3.700000000000000000e+02,0.000000000000000000e+00,7.062681602006702697e+00
3.750000000000000000e+02,0.000000000000000000e+00,7.969460187900579307e+00
3.800000000000000000e+02,0.000000000000000000e+00,9.065230499747723769e+00
3.850000000000000000e+02,0.000000000000000000e+00,1.041884171300898210e+01
3.900000000000000000e+02,0.000000000000000000e+00,1.213707337020050403e+01
3.950000000000000000e+02,0.000000000000000000e+00,1.439494355384593582e+01
4.000000000000000000e+02,0.000000000000000000e+00,1.750060473671772598e+01
4.050000000000000000e+02,0.000000000000000000e+00,2.205169342629480411e+01
4.100000000000000000e+02,0.000000000000000000e+00,2.937965083635627295e+01
4.150000000000000000e+02,0.000000000000000000e+00,4.317490433812965023e+01
