1 1 0  -2.00000000000E-001 -1.30104260698E-018  4.33680868994E-019  1.49949627649E-003  3.19358408664E-005  8.42656954947E-005  1.19326122412E+003  2.54137347075E+001  6.70565099319E+001
1 1 1  -1.98000000000E-001 -1.62630325873E-018 -6.50521303491E-019  1.62232676781E-003  2.91735046694E-005  1.11539256061E-004  1.29100662351E+003  2.32155374038E+001  8.87601198557E+001
1 1 2  -1.96000000000E-001 -3.36102673471E-018 -6.50521303491E-019  1.74515725913E-003  2.64111684724E-005  1.38812816627E-004  1.38875202290E+003  2.10173401001E+001  1.10463729779E+002
1 1 3  -1.94000000000E-001 -1.78893358460E-018 -2.16840434497E-019  1.86798775044E-003  2.36488322753E-005  1.66086377193E-004  1.48649742229E+003  1.88191427964E+001  1.32167339703E+002
1 1 4  -1.92000000000E-001 -4.33680868994E-019 -8.67361737988E-019  1.98507800517E-003  2.25947665253E-005  1.83654659999E-004  1.57967488653E+003  1.79803439231E+001  1.46147734971E+002
1 1 5  -1.90000000000E-001 -2.81892564846E-018  0.00000000000E+000  2.08849592914E-003  2.56095293334E-005  1.78106514503E-004  1.66197225565E+003  2.03794159416E+001  1.41732661062E+002
1 1 6  -1.88000000000E-001 -1.08420217249E-018 -4.33680868994E-019  2.19191385312E-003  2.86242921415E-005  1.72558369007E-004  1.74426962477E+003  2.27784879602E+001  1.37317587153E+002
1 1 7  -1.86000000000E-001 -2.16840434497E-019 -4.33680868994E-019  2.29533177709E-003  3.16390549496E-005  1.67010223510E-004  1.82656699389E+003  2.51775599787E+001  1.32902513245E+002
1 1 8  -1.84000000000E-001  4.33680868994E-019 -4.33680868994E-019  2.39874970106E-003  3.46538177577E-005  1.61462078014E-004  1.90886436300E+003  2.75766319972E+001  1.28487439336E+002
1 1 9  -1.82000000000E-001 -1.30104260698E-018 -4.33680868994E-019  2.50216762504E-003  3.76685805658E-005  1.55913932517E-004  1.99116173212E+003  2.99757040158E+001  1.24072365427E+002
1 1 10  -1.80000000000E-001 -2.60208521397E-018  8.67361737988E-019  2.60558554901E-003  4.06833433739E-005  1.50365787021E-004  2.07345910124E+003  3.23747760343E+001  1.19657291518E+002
1 1 11  -1.78000000000E-001 -1.73472347598E-018 -8.67361737988E-019  2.70900347298E-003  4.36981061820E-005  1.44817641525E-004  2.15575647036E+003  3.47738480528E+001  1.15242217609E+002
1 1 12  -1.76000000000E-001  2.16840434497E-019 -8.67361737988E-019  2.81242139696E-003  4.67128689901E-005  1.39269496028E-004  2.23805383947E+003  3.71729200713E+001  1.10827143701E+002
1 1 13  -1.74000000000E-001 -1.73472347598E-018  0.00000000000E+000  2.91583932093E-003  4.97276317982E-005  1.33721350532E-004  2.32035120859E+003  3.95719920899E+001  1.06412069792E+002
1 1 14  -1.72000000000E-001 -1.73472347598E-018  0.00000000000E+000  3.01925724490E-003  5.27423946062E-005  1.28173205035E-004  2.40264857771E+003  4.19710641084E+001  1.01996995883E+002
1 1 15  -1.70000000000E-001  1.62630325873E-018 -1.40946282423E-018  3.29350566617E-003  6.07375670250E-006  1.54602234025E-004  2.62088853736E+003  4.83334201722E+000  1.23028548931E+002
1 1 16  -1.68000000000E-001  2.16840434497E-019 -2.71050543121E-019  3.64679652227E-003 -6.35831474962E-005  1.95826945112E-004  2.90202846817E+003 -5.05978611646E+001  1.55834131704E+002
1 1 17  -1.66000000000E-001  0.00000000000E+000 -1.08420217249E-018  4.00008737837E-003 -1.33240051695E-004  2.37051656199E-004  3.18316839898E+003 -1.06029064346E+002  1.88639714476E+002
1 1 18  -1.64000000000E-001 -4.33680868994E-019  2.16840434497E-019  4.35337823447E-003 -2.02896955894E-004  2.78276367286E-004  3.46430832978E+003 -1.61460267528E+002  2.21445297249E+002
1 1 19  -1.62000000000E-001 -3.46944695195E-018  2.27682456222E-018  4.72307938505E-003 -2.50845923644E-004  3.18657580383E-004  3.75850715802E+003 -1.99616843740E+002  2.53579645648E+002
1 1 20  -1.60000000000E-001 -2.60208521397E-018  1.08420217249E-018  5.20750280889E-003 -1.47037479519E-004  3.53142006741E-004  4.14399907073E+003 -1.17008708559E+002  2.81021480252E+002
1 1 21  -1.58000000000E-001 -8.67361737988E-019  4.33680868994E-019  5.69192623273E-003 -4.32290353930E-005  3.87626433098E-004  4.52949098344E+003 -3.44005733788E+001  3.08463314856E+002
1 1 22  -1.56000000000E-001 -4.33680868994E-018  6.50521303491E-019  6.17634965657E-003  6.05794087326E-005  4.22110859456E-004  4.91498289615E+003  4.82075618020E+001  3.35905149460E+002
1 1 23  -1.54000000000E-001 -3.46944695195E-018  2.16840434497E-019  6.66179106827E-003  1.21982231051E-004  3.71269853821E-004  5.30128489786E+003  9.70703753165E+001  2.95447162621E+002
1 1 24  -1.52000000000E-001 -2.60208521397E-018  4.33680868994E-019  7.14906042462E-003  1.07239615864E-004  1.67214673451E-004  5.68904153171E+003  8.53385748973E+001  1.33065209338E+002
1 1 25  -1.50000000000E-001 -4.33680868994E-019  1.84314369323E-018  7.64470431049E-003  3.67656669323E-005  2.57612384483E-005  6.08346240441E+003  2.92571881751E+001  2.05001422195E+001
1 1 26  -1.48000000000E-001  2.38524477947E-018  1.19262238973E-018  8.15820186539E-003 -1.52521975997E-004  1.77685358219E-005  6.49209077551E+003 -1.21373132189E+002  1.41397515540E+001
1 1 27  -1.46000000000E-001  1.72794721240E-019 -9.52065032714E-019  8.69080491416E-003 -3.40410638323E-004  1.26431253600E-005  6.91592281558E+003 -2.70890179160E+002  1.00610794974E+001
1 1 28  -1.44000000000E-001 -1.40946282423E-018  6.50521303491E-019  1.04191955931E-002 -4.40738952204E-004  1.86977744956E-004  8.29133241793E+003 -3.50728914683E+002  1.48792161960E+002
1 1 29  -1.42000000000E-001 -3.82181265801E-018 -1.30104260698E-018  1.21312969404E-002 -5.29558941350E-004  3.47196282966E-004  9.65377938192E+003 -4.21409616354E+002  2.76290023602E+002
1 1 30  -1.40000000000E-001 -5.55653613399E-019  1.08420217249E-018  1.33317845983E-002 -2.56926627779E-004  6.40583540306E-005  1.06090971074E+004 -2.04455714349E+002  5.09760185097E+001
1 1 31  -1.38000000000E-001 -1.82281490249E-018  0.00000000000E+000  1.45322722563E-002  1.57056857916E-005 -2.19079574905E-004  1.15644148329E+004  1.24981876562E+001 -1.74337986582E+002
1 1 32  -1.36000000000E-001  4.33680868994E-019 -4.33680868994E-019  1.65855165012E-002  2.10774216520E-004 -3.51368906036E-004  1.31983346896E+004  1.67728792369E+002 -2.79610491542E+002
1 1 33  -1.34000000000E-001 -2.16840434497E-019  0.00000000000E+000  1.95379566676E-002  4.59301341652E-004 -2.57126325745E-004  1.55478119256E+004  3.65500394881E+002 -2.04614628940E+002
